0	11	2
1	11	3
2	11	3
3	11	3
4	11	3
5	11	2
6	11	3
7	11	3
8	11	3
9	11	3
10	11	3
11	11	3
12	11	3
13	11	3
14	11	3
15	11	3
16	11	3
17	11	4
18	11	3
19	11	3
20	11	3
21	11	2
22	11	2
23	11	2
24	11	3
25	11	2
26	11	2
27	11	2
28	11	3
29	11	3
30	11	3
31	11	3
32	11	3
33	11	3
34	11	3
35	11	3
36	11	3
37	11	3
38	11	3
39	11	3
40	11	3
41	11	3
42	11	3
43	11	2
44	11	2
45	11	3
46	11	3
47	11	3
48	11	2
49	11	2
50	11	2
51	11	2
52	11	2
53	11	3
54	11	3
55	11	2
56	11	3
57	11	3
58	11	3
59	11	2
60	11	2
0	11	2
1	11	3
2	11	3
3	11	3
4	11	3
5	11	2
6	11	3
7	11	3
8	11	3
9	11	3
10	11	3
11	11	3
12	11	3
13	11	3
14	11	3
15	11	3
16	11	3
17	11	4
18	11	3
19	11	3
20	11	3
21	11	2
22	11	2
23	11	2
24	11	3
25	11	2
26	11	2
27	11	2
28	11	3
29	11	3
30	11	3
31	11	3
32	11	3
33	11	3
34	11	3
35	11	3
36	11	3
37	11	3
38	11	3
39	11	3
40	11	3
41	11	3
42	11	3
43	11	2
44	11	2
45	11	3
46	11	3
47	11	3
48	11	2
49	11	2
50	11	2
51	11	2
52	11	2
53	11	3
54	11	3
55	11	2
56	11	3
57	11	3
58	11	3
59	11	2
60	11	2
0	11	2
1	11	3
2	11	3
3	11	3
4	11	3
5	11	2
6	11	3
7	11	3
8	11	3
9	11	3
10	11	3
11	11	3
12	11	3
13	11	3
14	11	3
15	11	3
16	11	3
17	11	4
18	11	3
19	11	3
20	11	3
21	11	2
22	11	2
23	11	2
24	11	3
25	11	2
26	11	2
27	11	2
28	11	3
29	11	3
30	11	3
31	11	3
32	11	3
33	11	3
34	11	3
35	11	3
36	11	3
37	11	3
38	11	3
39	11	3
40	11	3
41	11	3
42	11	3
43	11	2
44	11	2
45	11	3
46	11	3
47	11	3
48	11	2
49	11	2
50	11	2
51	11	2
52	11	2
53	11	3
54	11	3
55	11	2
56	11	3
57	11	3
58	11	3
59	11	2
60	11	2
