0	4	2
1	5	2
2	5	2
3	6	2
4	6	3
5	6	2
6	7	2
7	7	3
8	7	2
9	8	2
10	8	2
11	8	3
12	9	2
13	9	2
14	9	3
15	10	2
16	10	4
17	10	2
18	10	2
19	11	3
20	12	3
21	12	3
22	12	2
23	13	3
24	16	3
25	19	3
26	19	3
27	19	3
28	19	3
29	19	3
30	19	3
31	19	3
32	19	3
33	19	3
34	19	3
35	19	3
36	19	3
37	19	3
38	19	3
39	19	3
40	19	3
41	19	3
42	19	3
43	19	3
44	19	3
45	19	3
46	19	3
47	19	3
48	19	3
49	19	3
50	19	3
51	19	3
52	19	3
53	19	3
54	19	3
55	19	3
56	19	3
57	19	3
58	19	3
59	19	3
60	19	3
61	19	3
62	19	3
63	19	3
64	19	3
65	19	3
66	19	3
67	19	3
68	19	2
69	19	3
70	19	3
71	19	2
72	19	3
73	19	3
74	19	2
75	19	3
76	19	2
77	19	3
78	19	3
79	19	3
80	19	3
81	19	3
82	19	3
83	19	3
84	19	3
85	19	3
86	19	3
87	19	3
88	19	3
89	19	3
90	19	2
91	19	2
92	19	2
93	19	2
94	19	2
95	19	3
96	19	3
97	19	3
98	19	3
99	20	3
100	20	3
101	20	3
102	20	3
103	20	3
104	20	3
105	20	3
106	20	3
107	20	3
108	20	3
109	20	3
110	20	3
111	20	3
112	20	3
113	20	3
114	20	3
115	20	3
116	20	3
117	20	3
118	20	3
119	20	3
120	20	3
121	20	3
122	20	3
123	20	3
124	20	3
125	20	3
126	20	3
127	20	3
128	20	3
129	20	3
130	20	3
131	20	3
132	20	3
133	20	3
134	20	3
135	20	3
136	20	3
137	20	2
138	20	2
139	20	3
140	20	3
141	20	3
142	20	3
143	20	3
144	20	2
145	20	3
146	20	3
147	20	2
148	20	3
149	20	3
150	20	3
151	20	3
152	20	3
153	20	3
154	20	3
155	20	3
156	20	2
157	20	3
158	20	3
159	20	3
160	20	2
161	20	2
162	20	3
163	20	3
164	20	3
165	20	3
166	20	3
167	20	3
168	20	2
169	20	2
170	20	3
171	20	3
172	20	3
173	21	3
174	21	3
175	21	3
176	21	3
177	21	3
178	21	3
179	21	3
180	21	3
181	21	3
182	21	3
183	21	3
184	21	3
185	21	3
186	21	3
187	21	3
188	21	3
189	21	3
190	21	3
191	21	3
192	21	3
193	21	3
194	21	3
195	21	3
196	21	3
197	21	3
198	21	3
199	21	3
200	21	3
201	21	3
202	21	3
203	21	3
204	21	2
205	21	3
206	21	3
207	21	3
208	21	3
209	21	3
210	21	3
211	21	3
212	21	3
213	21	3
214	21	2
215	21	3
216	21	3
217	21	3
218	21	2
219	21	2
220	21	3
221	21	3
222	21	3
223	21	3
224	21	2
225	21	3
226	21	3
227	21	3
228	21	3
229	21	3
230	21	3
231	21	3
232	21	3
233	21	3
234	21	3
235	21	3
236	21	3
237	21	3
238	21	3
239	21	2
240	21	3
241	21	3
242	21	3
243	21	3
244	21	3
245	21	3
246	21	3
247	21	2
248	21	3
249	21	3
250	21	3
251	21	3
252	21	3
253	21	3
254	21	3
255	22	3
256	22	2
257	22	3
258	22	2
259	22	2
260	22	2
261	22	3
262	22	2
263	22	3
264	22	2
265	22	3
266	22	3
267	22	3
268	22	3
269	22	3
270	22	3
271	22	3
272	22	3
273	22	3
274	22	3
275	22	3
276	22	3
277	22	3
278	22	3
279	22	3
280	22	3
281	22	3
282	22	3
283	22	3
284	22	3
285	22	3
286	22	3
287	22	3
288	22	3
289	22	3
290	22	3
291	22	3
292	22	3
293	22	3
294	22	3
295	22	3
296	22	3
297	22	3
298	22	3
299	22	3
300	22	3
301	22	3
302	22	3
303	22	3
304	22	3
305	22	3
306	22	3
307	22	3
308	22	3
309	22	3
310	22	3
311	22	3
312	22	3
313	22	3
314	22	2
315	22	3
316	22	3
317	22	3
318	22	3
319	22	3
320	22	2
321	22	3
322	22	3
323	22	3
324	22	2
325	22	3
326	22	2
327	22	3
328	22	3
329	22	3
330	22	3
331	22	3
332	22	3
333	23	3
334	23	3
335	23	3
336	23	3
337	23	3
338	23	3
339	23	3
340	23	3
341	23	3
342	23	3
343	23	3
344	23	3
345	23	3
346	23	3
347	23	3
348	23	3
349	23	3
350	23	3
351	23	2
352	23	3
353	23	3
354	23	3
355	23	3
356	23	3
357	23	3
358	23	3
359	23	3
360	23	3
361	23	3
362	23	3
363	23	3
364	23	3
365	23	3
366	23	3
367	23	3
368	23	3
369	23	3
370	23	3
371	23	3
372	23	3
373	23	3
374	23	3
375	23	3
376	23	3
377	23	3
